Country,Category,Field,Year,Status,Score Percent
Greece,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Hungary,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Iceland,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Ireland,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Italy,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Kosovo,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Latvia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Liechtenstein,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Lithuania,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Luxembourg,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Malta,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Moldova,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Monaco,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Montenegro,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
North Macedonia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Norway,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Poland,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Portugal,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Romania,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Russia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
San Marino,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Serbia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Slovakia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Slovenia,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Spain,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Sweden,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Switzerland,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Turkey,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
Ukraine,Asylum,Policy/other positive measures (gender identity),2023,Not applied,0
United Kingdom,Asylum,Policy/other positive measures (gender identity),2023,Nationally or federally applied,0.015
Albania,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Andorra,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Armenia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Austria,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Azerbaijan,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Belarus,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Belgium,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Bosnia and Herzegovina,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Bulgaria,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Croatia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Cyprus,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Czech Republic,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Denmark,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Estonia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Finland,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
France,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Georgia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Germany,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Greece,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Hungary,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Iceland,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Ireland,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Italy,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Kosovo,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Latvia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Liechtenstein,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Lithuania,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Luxembourg,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Malta,Asylum,Policy/other positive measures (intersex),2022,Nationally or federally applied,0.015
Moldova,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Monaco,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Montenegro,Asylum,Policy/other positive measures (intersex),2022,Nationally or federally applied,0.015
Netherlands,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
North Macedonia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Norway,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Poland,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Portugal,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Romania,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Russia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
San Marino,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Serbia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Slovakia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Slovenia,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Spain,Asylum,Policy/other positive measures (intersex),2022,P,0.015
Sweden,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Switzerland,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Turkey,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Ukraine,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
United Kingdom,Asylum,Policy/other positive measures (intersex),2022,Not applied,0
Albania,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Andorra,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Armenia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Austria,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Azerbaijan,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Belarus,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Belgium,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Bosnia and Herzegovina,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Bulgaria,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Croatia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Cyprus,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Czech Republic,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Denmark,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Estonia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Finland,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
France,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Georgia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Germany,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Greece,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Hungary,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Iceland,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Ireland,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Italy,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Kosovo,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Latvia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Liechtenstein,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Lithuania,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Luxembourg,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Malta,Asylum,Policy/other positive measures (intersex),2023,Nationally or federally applied,0.015
Moldova,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Monaco,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Montenegro,Asylum,Policy/other positive measures (intersex),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
North Macedonia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Norway,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Poland,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Portugal,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Romania,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Russia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
San Marino,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Serbia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Slovakia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Slovenia,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Spain,Asylum,Policy/other positive measures (intersex),2023,P,0.015
Sweden,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Switzerland,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Turkey,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Ukraine,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
United Kingdom,Asylum,Policy/other positive measures (intersex),2023,Not applied,0
Albania,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Andorra,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Armenia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Austria,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Azerbaijan,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Belarus,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Belgium,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Bulgaria,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Croatia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Cyprus,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Czech Republic,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Denmark,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Estonia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Finland,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
France,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Georgia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Germany,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Greece,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Hungary,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Iceland,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Ireland,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Italy,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Kosovo,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Latvia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Liechtenstein,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Lithuania,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Luxembourg,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Malta,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Moldova,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Monaco,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Montenegro,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Netherlands,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
North Macedonia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Norway,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Poland,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Portugal,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Romania,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Russia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
San Marino,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Serbia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Slovakia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Slovenia,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Spain,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Sweden,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Switzerland,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Turkey,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
Ukraine,Asylum,Policy/other positive measures (sexual orientation),2022,Not applied,0
United Kingdom,Asylum,Policy/other positive measures (sexual orientation),2022,Nationally or federally applied,0.015
Albania,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Andorra,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Armenia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Austria,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Azerbaijan,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Belarus,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Belgium,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Bosnia and Herzegovina,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Bulgaria,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Croatia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Cyprus,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Czech Republic,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Denmark,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Estonia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Finland,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
France,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Georgia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Germany,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Greece,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Hungary,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Iceland,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Ireland,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Italy,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Kosovo,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Latvia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Liechtenstein,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Lithuania,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Luxembourg,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Malta,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Moldova,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Monaco,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Montenegro,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Netherlands,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
North Macedonia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Norway,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Poland,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Portugal,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Romania,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Russia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
San Marino,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Serbia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Slovakia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Slovenia,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Spain,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Sweden,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Switzerland,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Turkey,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
Ukraine,Asylum,Policy/other positive measures (sexual orientation),2023,Not applied,0
United Kingdom,Asylum,Policy/other positive measures (sexual orientation),2023,Nationally or federally applied,0.015
Albania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Andorra,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Armenia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Austria,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Azerbaijan,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Belarus,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Belgium,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Bosnia and Herzegovina,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Bulgaria,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Croatia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Cyprus,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Czech Republic,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Denmark,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Estonia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Finland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
France,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Georgia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Germany,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Nationally or federally applied,0.025
Greece,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Hungary,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Iceland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Nationally or federally applied,0.025
Ireland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Italy,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Kosovo,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Latvia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Liechtenstein,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Lithuania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Luxembourg,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Malta,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Nationally or federally applied,0.025
Moldova,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Monaco,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Montenegro,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Netherlands,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
North Macedonia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Norway,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Poland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Portugal,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Nationally or federally applied,0.025
Romania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Russia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
San Marino,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Serbia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Slovakia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Slovenia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Spain,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,P,0.025
Sweden,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Switzerland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Turkey,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Ukraine,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
United Kingdom,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2022,Not applied,0
Albania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Andorra,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Armenia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Austria,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Azerbaijan,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Belarus,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Belgium,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Bosnia and Herzegovina,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Bulgaria,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Croatia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Cyprus,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Czech Republic,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Denmark,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Estonia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Finland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
France,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Georgia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Germany,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Greece,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Hungary,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Iceland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Ireland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Italy,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Kosovo,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Latvia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Liechtenstein,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Lithuania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Luxembourg,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Malta,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Moldova,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Monaco,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Montenegro,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Netherlands,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
North Macedonia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Norway,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Poland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Portugal,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Romania,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Russia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
San Marino,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Serbia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Slovakia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Slovenia,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Spain,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Nationally or federally applied,0.025
Sweden,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Switzerland,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Turkey,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Ukraine,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
United Kingdom,Intersex Bodily Integrity,Prohibition of medical intervention before child is able to informed consent (intersex),2023,Not applied,0
Albania,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Andorra,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Armenia,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Austria,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Nationally or federally applied,0.015
Azerbaijan,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
Belarus,Civil Society Space,"Public event held, no state obstruction of freedom of assembly (3 years)",2022,Not applied,0
